ShotType;Competition;PlayerType;Transition;TwoLegged;Movement;Angle;Distance
above head;SLO1;G;1;1;no;24.87;5.86
above head;SLO1;G;0;1;no;64.98;1.24
layup;SLO1;G;1;0;dribble or cut;52.57;1.48
layup;SLO1;G;0;0;dribble or cut;53.32;1.87
above head;SLO1;G;0;1;no;88.76;6.86
above head;SLO1;G;0;1;no;81.69;6.98
above head;SLO1;G;0;1;no;65.94;7.1
above head;SLO1;G;0;1;no;36.2;7.26
above head;SLO1;G;0;1;no;0;4.19
layup;SLO1;G;0;0;dribble or cut;19.62;0.96
above head;SLO1;G;0;1;no;26.49;7.33
above head;SLO1;G;0;1;no;28.2;7.26
other;SLO1;G;0;1;no;0.42;7.36
above head;SLO1;G;0;1;no;47.52;8.35
above head;SLO1;G;0;1;no;58.92;7.69
above head;SLO1;G;0;1;no;86.06;4.51
hook shot;SLO1;G;0;1;no;58.73;2.26
hook shot;SLO1;G;0;1;no;1.55;1.98
above head;SLO1;G;0;1;no;27.43;7.33
above head;SLO1;G;0;1;no;1.28;7.2
hook shot;SLO1;G;0;1;no;87.74;3.75
layup;SLO1;G;0;0;dribble or cut;47.04;1.24
hook shot;SLO1;G;0;1;no;69.7;7.25
above head;SLO1;G;0;1;no;83.42;4.58
above head;SLO1;G;0;1;no;44.93;7.43
above head;SLO1;G;0;1;no;42.49;7.14
other;SLO1;G;0;0;dribble or cut;80.9;5.53
other;SLO1;G;0;0;dribble or cut;20.67;4.7
hook shot;SLO1;G;0;0;no;41.7;1.21
above head;SLO1;G;0;1;no;10.27;7.21
above head;SLO1;G;0;1;no;61.75;3.95
above head;SLO1;G;0;1;no;1.68;7.31
above head;SLO1;G;0;1;no;86.99;6.92
above head;SLO1;G;0;1;no;11.17;5.26
above head;SLO1;G;0;1;no;1.12;5.48
above head;SLO1;G;0;1;no;30.35;7.85
above head;SLO1;G;0;1;no;57.01;0.77
above head;SLO1;G;0;1;no;1.25;7.37
above head;SLO1;G;0;1;no;47.32;7.29
above head;SLO1;G;0;1;no;76.72;7.21
above head;SLO1;G;0;1;no;86.54;6.92
above head;SLO1;G;0;1;no;49.92;7.42
above head;SLO1;G;0;1;no;32.81;7.42
above head;SLO1;G;0;1;no;88.09;4.45
above head;SLO1;G;0;1;no;61.09;5.88
above head;SLO1;G;1;1;no;71.18;7.3
above head;SLO1;G;0;1;no;60.75;7.25
above head;SLO1;G;0;1;no;24.78;8.05
above head;SLO1;G;1;1;no;40.99;7.19
above head;SLO1;G;0;1;no;53.42;7.21
hook shot;SLO1;G;0;1;no;0;3.86
layup;SLO1;G;0;1;no;41.98;2.08
other;SLO1;G;1;0;dribble or cut;56.73;1.15
layup;SLO1;G;0;0;dribble or cut;42.78;0.79
above head;SLO1;G;0;1;no;32.14;7.55
above head;SLO1;G;0;1;no;12.76;7.27
layup;SLO1;G;0;0;dribble or cut;42.84;1.89
hook shot;SLO1;G;0;1;no;62;2.61
layup;SLO1;F;0;1;no;43.74;1.47
above head;SLO1;F;0;1;no;85.66;6.93
above head;SLO1;F;0;1;no;48;0.87
above head;SLO1;F;0;1;no;35.41;7.58
above head;SLO1;F;0;1;no;31.67;7.45
hook shot;SLO1;F;0;1;no;55.08;1.76
hook shot;SLO1;F;0;1;no;56.73;1.15
above head;SLO1;F;0;1;no;60.24;6.05
hook shot;SLO1;F;1;1;no;1.88;3.27
above head;SLO1;F;0;1;no;69.91;7.02
above head;SLO1;F;0;1;no;62.54;4.41
layup;SLO1;F;1;0;dribble or cut;12.88;1.2
hook shot;SLO1;F;0;1;no;82.84;2.48
hook shot;SLO1;F;0;1;no;16.57;1.5
above head;SLO1;F;0;1;no;22.27;5.51
hook shot;SLO1;F;0;1;no;55.92;0.84
above head;SLO1;F;0;1;no;58.85;7.26
above head;SLO1;F;0;1;no;41.03;7.26
layup;SLO1;F;0;0;dribble or cut;11.83;2.35
above head;SLO1;F;0;1;no;78.36;6.07
above head;SLO1;F;0;1;no;62.84;7.17
above head;SLO1;G;0;1;no;34.67;7.25
above head;SLO1;G;1;1;no;0.61;5.05
above head;SLO1;G;0;1;no;25.2;7.42
above head;SLO1;G;1;0;dribble or cut;50.76;1.94
above head;SLO1;G;0;1;no;1;3.06
above head;SLO1;G;0;1;no;41.91;7.22
above head;SLO1;G;0;0;no;45.68;3.29
above head;SLO1;G;1;1;no;42.43;5.16
above head;SLO1;G;0;1;no;88.35;7.02
above head;SLO1;G;0;1;no;85.21;6.93
above head;SLO1;G;0;1;no;44.34;7.36
above head;SLO1;G;0;1;no;55.22;4.7
above head;SLO1;G;0;1;no;84.88;4.68
above head;SLO1;G;0;1;no;86.54;6.92
above head;SLO1;G;1;1;no;82.19;7.03
above head;SLO1;G;0;1;no;59.68;7.01
above head;SLO1;G;0;1;no;54.18;3.11
above head;SLO1;G;0;1;no;4.64;7.28
above head;SLO1;G;0;1;no;79.59;7.08
above head;SLO1;G;0;1;no;88.78;6.97
layup;SLO1;G;1;0;dribble or cut;35.19;1.3
layup;SLO1;G;0;0;dribble or cut;65.96;2.35
above head;SLO1;G;0;1;no;64.85;2.25
above head;SLO1;G;0;1;no;0.83;7.36
layup;SLO1;G;1;0;dribble or cut;49.06;2.2
above head;SLO1;G;0;1;no;86.54;6.92
above head;SLO1;G;0;1;no;56.04;1.61
above head;SLO1;G;0;1;no;55.01;0.92
above head;SLO1;G;0;1;no;1.72;7.15
above head;SLO1;G;0;1;no;85.44;6.61
above head;SLO1;G;0;1;no;84.81;6.99
layup;SLO1;G;0;0;dribble or cut;58.29;1.51
above head;SLO1;G;0;1;no;54.51;7.3
layup;SLO1;G;1;0;dribble or cut;60.86;1.96
above head;SLO1;G;0;1;no;7.3;7.59
above head;SLO1;G;0;0;dribble or cut;59.5;1.99
tip-in;SLO1;C;0;1;no;36.52;0.72
dunk;SLO1;C;0;1;no;34.69;0.38
other;SLO1;C;0;1;no;58.61;1.32
dunk;SLO1;C;0;1;no;3.04;1.01
dunk;SLO1;C;1;1;no;0;1.12
dunk;SLO1;C;1;1;no;42.78;0.79
above head;SLO1;C;0;1;no;0.72;4.24
hook shot;SLO1;C;0;1;no;61.47;3.35
hook shot;SLO1;C;0;1;no;49.35;2.54
tip-in;SLO1;C;0;1;no;5.48;1.12
tip-in;SLO1;C;0;1;no;52.99;0.6
hook shot;SLO1;C;0;1;no;10.65;1.74
hook shot;SLO1;C;0;1;no;47.53;1.02
above head;SLO1;C;0;1;no;60.56;4.24
hook shot;SLO1;C;0;1;no;78.7;2.4
tip-in;SLO1;C;0;1;no;0;1.28
hook shot;SLO1;C;0;1;no;66.2;2.63
other;SLO1;C;0;0;drive;77.76;1.21
hook shot;SLO1;C;0;1;no;78;0.71
above head;SLO1;G;0;0;dribble or cut;77.76;1.21
above head;EURO;F;1;1;no;54.7;0.72
above head;EURO;F;0;1;no;63.22;7.14
above head;EURO;G;0;1;no;88.33;6.91
layup;EURO;G;0;0;dribble or cut;79.19;1.36
above head;EURO;G;0;1;no;10.53;7.33
above head;EURO;G;0;1;no;28.2;7.26
layup;EURO;G;0;0;dribble or cut;78.83;0.76
above head;EURO;G;0;1;no;15.32;7.3
hook shot;EURO;F;0;1;no;36.98;1.87
above head;EURO;F;0;1;no;86.76;6.44
above head;EURO;F;0;1;no;66.44;5.08
above head;EURO;C;1;0;dribble or cut;18.71;0.67
hook shot;EURO;C;0;1;no;73.83;0.73
above head;EURO;C;0;1;no;78.79;4.92
tip-in;EURO;C;0;1;no;40.86;0.41
other;EURO;C;0;0;dribble or cut;64.77;2.37
above head;EURO;C;0;1;no;61.07;1.53
above head;EURO;C;0;1;no;4.25;1.44
hook shot;EURO;F;0;1;no;82.65;2
above head;EURO;F;0;1;no;35.95;7.3
dunk;EURO;F;0;1;no;75.89;0.61
other;EURO;F;0;0;drive;80.6;2.23
above head;EURO;F;0;1;no;85.93;2.85
above head;EURO;G;0;1;no;86.6;7.03
above head;EURO;G;0;0;no;86.56;2.47
other;EURO;G;1;0;dribble or cut;69.07;1.32
layup;EURO;G;0;1;no;89.45;7.07
above head;EURO;G;0;1;no;66.03;3.81
above head;EURO;G;0;1;no;30.92;4.69
above head;EURO;G;0;1;no;41.72;3.3
above head;EURO;G;0;1;no;86.6;7.03
above head;EURO;G;0;1;no;26.04;5.86
above head;EURO;G;0;1;no;87.01;6.97
above head;EURO;G;0;1;no;27.79;2.3
layup;EURO;G;0;0;dribble or cut;59.07;0.81
dunk;EURO;C;0;1;no;55.84;0.65
hook shot;EURO;F;0;1;no;84.32;2.58
dunk;EURO;F;0;1;no;38.52;0.26
above head;EURO;F;0;1;no;0.48;6.39
above head;EURO;F;0;1;no;89.57;5.36
above head;EURO;F;0;1;no;5.7;4.86
above head;EURO;G;0;1;no;0;9.14
above head;EURO;G;0;1;no;28.65;5.14
other;EURO;G;0;0;dribble or cut;61.9;1.46
above head;EURO;G;0;1;no;26.5;7.2
other;EURO;G;0;0;dribble or cut;45.14;1.89
above head;EURO;G;0;1;no;77.37;7.08
above head;EURO;G;0;1;no;33.84;7.5
other;EURO;G;1;0;dribble or cut;62.89;1.62
hook shot;EURO;G;0;1;no;8.23;3.74
layup;EURO;G;0;0;dribble or cut;86.49;2.42
above head;EURO;F;0;1;no;56.62;7.12
above head;EURO;F;1;1;no;65.9;7.22
above head;EURO;F;0;1;no;84.85;7.05
above head;EURO;G;0;1;no;36.51;6.21
above head;EURO;G;0;1;no;64.97;7.09
layup;EURO;G;0;1;no;69.35;1.03
above head;EURO;G;0;1;no;84.33;6.41
layup;EURO;G;1;0;dribble or cut;60.52;0.74
above head;EURO;C;0;1;no;64.79;5.15
above head;EURO;C;0;1;no;70.72;4.2
above head;EURO;G;0;1;no;0.41;7.47
above head;EURO;G;0;1;no;89.89;6.91
above head;EURO;G;0;1;no;48.47;7.37
above head;EURO;G;0;1;no;80.31;6.96
above head;EURO;F;0;1;no;88.15;7.08
above head;EURO;F;0;1;no;41.31;7.22
above head;EURO;F;0;1;no;34.08;7.27
above head;EURO;G;0;1;no;80.31;6.96
above head;EURO;G;1;1;no;74.78;6.72
layup;EURO;G;0;0;drive;62.44;0.79
above head;EURO;G;0;1;no;61.29;7.15
above head;EURO;G;0;1;no;20.64;5.62
tip-in;EURO;C;0;1;no;46.07;0.45
above head;EURO;G;0;1;no;60.37;1.17
tip-in;EURO;G;1;1;no;10.49;0.59
hook shot;EURO;C;0;1;no;69.07;1.32
hook shot;EURO;C;1;1;no;61.43;1.1
hook shot;EURO;G;0;1;no;60.91;0.86
dunk;EURO;C;0;1;no;75.89;0.39
other;EURO;C;0;0;drive;85.71;4.14
above head;EURO;F;0;1;no;82.08;3.03
above head;EURO;F;0;1;no;86.3;5.64
above head;EURO;F;0;1;no;29.35;7.21
above head;EURO;F;0;1;no;18.11;7.24
above head;EURO;F;0;1;no;0.85;7.2
above head;EURO;F;0;1;no;66.68;7.18
other;EURO;F;0;0;dribble or cut;74.63;1.78
above head;EURO;F;0;1;no;80.91;0.6
above head;EURO;F;0;1;no;34.78;7.33
above head;EURO;F;0;1;no;87.84;5.36
layup;EURO;F;0;1;no;40.26;0.83
above head;EURO;G;0;1;no;42.59;7.44
layup;EURO;G;0;0;dribble or cut;80.02;0.54
above head;EURO;G;0;1;no;51.55;7.25
above head;EURO;G;0;1;no;88.02;2.73
above head;EURO;G;0;1;no;45.73;8.08
above head;EURO;G;0;1;no;26.04;5.86
above head;EURO;G;0;1;no;19.4;7.58
above head;EURO;G;0;1;no;54.79;7.54
layup;EURO;G;0;0;dribble or cut;80.02;0.54
above head;EURO;G;0;1;no;4.84;8.25
layup;EURO;G;0;0;drive;75.14;1
layup;EURO;G;0;0;drive;77.03;0.66
above head;EURO;G;0;1;no;61.65;6.21
layup;EURO;G;0;1;no;64.77;0.47
layup;EURO;G;0;1;no;73.83;0.73
above head;EURO;G;0;1;no;26.31;7.61
above head;EURO;G;0;1;no;45.22;7.4
above head;EURO;G;1;1;no;79.05;6.17
layup;EURO;G;0;0;dribble or cut;0;0.79
above head;EURO;G;0;1;no;35.26;7.24
above head;EURO;G;0;1;no;49.06;7.38
above head;EURO;G;0;1;no;5.44;7.34
above head;EURO;G;0;1;no;60.95;7.29
above head;EURO;G;0;1;no;32.42;7.89
layup;EURO;G;1;0;dribble or cut;67.79;1.39
above head;EURO;G;0;1;no;42.83;7.25
above head;EURO;G;0;1;no;27.25;7.25
above head;EURO;G;0;1;no;85.98;1.34
tip-in;EURO;G;0;1;no;67.57;0.81
above head;EURO;G;0;1;no;71.17;0.79
layup;EURO;G;0;1;no;67.71;1.1
above head;EURO;G;0;1;no;88.55;6.91
layup;EURO;G;0;1;no;72.34;0.84
above head;EURO;G;1;1;no;56.5;7.2
above head;EURO;G;0;1;no;88.02;2.73
tip-in;EURO;G;0;1;no;88.4;0.48
hook shot;EURO;G;1;1;no;72.93;2.52
above head;EURO;C;0;1;no;14.51;7.27
dunk;EURO;C;0;1;no;27.03;0.59
hook shot;EURO;C;0;1;no;89.12;2.63
above head;EURO;C;0;1;no;67.59;5.33
hook shot;EURO;C;0;1;no;9.51;1.3
above head;EURO;C;0;1;no;35.16;7.16
above head;EURO;C;1;1;no;4.5;6.14
above head;EURO;C;0;1;no;66.67;4.73
hook shot;EURO;C;0;1;no;50.76;0.83
above head;EURO;C;1;1;no;0;3.81
above head;EURO;F;0;1;no;43.27;7.89
above head;EURO;F;0;1;no;60.75;7.25
above head;EURO;F;0;1;no;87.86;6.86
above head;EURO;F;0;1;no;71.93;3.78
above head;EURO;F;0;1;no;38.65;7.29
above head;EURO;F;0;1;no;35.27;7.7
above head;EURO;C;0;1;no;29.76;5.5
above head;EURO;F;0;1;no;29.25;2.08
above head;EURO;F;0;1;no;44.93;7.28
above head;EURO;F;0;1;no;10.99;1.69
tip-in;EURO;F;0;1;no;71.09;0.62
other;EURO;F;0;0;dribble or cut;19.89;0.16
hook shot;EURO;F;0;1;no;18.49;1.69
layup;EURO;F;0;1;no;80.91;0.6
above head;EURO;F;0;1;no;82.33;1.51
layup;EURO;G;0;0;dribble or cut;0;1.01
above head;EURO;G;1;1;no;0.39;7.9
other;EURO;G;0;0;dribble or cut;44.44;9.18
above head;EURO;G;0;1;no;35.08;3.08
above head;EURO;G;0;1;no;1.13;8.17
layup;EURO;G;0;0;dribble or cut;60.24;2.47
above head;EURO;G;0;1;no;36.07;7.64
layup;EURO;G;1;1;no;68.3;0.69
above head;EURO;G;0;1;no;66.74;7.06
above head;EURO;G;0;1;no;30.82;7.32
layup;EURO;G;0;0;dribble or cut;63.96;1.07
hook shot;EURO;F;0;1;no;25.98;2.2
above head;EURO;F;1;1;no;57.92;5.75
hook shot;EURO;F;0;1;no;37.49;1.41
above head;EURO;F;0;1;no;70.53;3.35
above head;EURO;F;0;1;no;30.67;7.25
layup;EURO;F;0;1;no;20.99;1.2
other;EURO;F;1;0;dribble or cut;20.31;0.62
layup;EURO;G;0;0;dribble or cut;25.27;0.88
layup;EURO;G;0;0;dribble or cut;74.45;1.56
above head;EURO;G;0;1;no;29.46;7.41
layup;EURO;G;0;0;drive;72.1;1.18
layup;EURO;G;0;0;dribble or cut;71.17;0.79
above head;EURO;G;0;1;no;1.61;7.64
above head;EURO;G;0;1;no;1.67;7.37
layup;EURO;G;0;0;dribble or cut;83.31;0.81
above head;EURO;G;1;1;no;16.93;7.36
above head;EURO;G;0;1;no;18.02;5.2
above head;EURO;G;0;1;no;25.18;7.3
above head;EURO;G;1;1;no;23.85;7.29
above head;EURO;G;0;1;no;28.03;7.18
above head;EURO;G;0;1;no;23.81;7.17
above head;EURO;G;0;1;no;46.55;5.46
above head;EURO;F;0;1;no;48.01;7.06
other;EURO;F;0;1;no;66.03;0.76
hook shot;EURO;F;0;1;no;37.57;2.02
above head;EURO;G;0;1;no;86.6;7.03
other;EURO;G;0;0;drive;42.56;1.66
above head;EURO;G;0;1;no;33.85;7.31
above head;EURO;G;0;1;no;49.2;7.15
other;EURO;G;1;0;no;17.02;0.55
other;EURO;G;0;0;dribble or cut;8.16;1.51
other;EURO;G;0;0;drive;68.52;3.05
above head;EURO;G;0;1;no;40.26;7.46
other;EURO;G;0;0;drive;49.99;3.08
above head;EURO;G;0;1;no;34.81;7.13
other;EURO;G;0;0;drive;70.56;2.39
other;EURO;G;0;0;drive;64.71;1.48
layup;EURO;G;1;0;dribble or cut;55.92;0.84
tip-in;EURO;G;0;1;no;62.05;0.55
above head;EURO;G;0;1;no;52.08;0.68
above head;EURO;G;0;1;no;45.23;7.32
above head;EURO;G;0;1;no;30.96;7.39
above head;EURO;G;0;1;no;9.84;5.01
above head;EURO;G;0;1;no;88.35;7.02
above head;EURO;G;0;1;no;1.06;2.89
above head;EURO;G;0;1;no;36.3;6.06
above head;EURO;G;0;1;no;29.66;8.66
above head;EURO;G;0;1;no;69.55;7.2
above head;EURO;G;0;1;no;88.31;6.86
layup;EURO;G;1;0;dribble or cut;62.05;0.55
above head;EURO;G;0;1;no;27.07;7.18
other;EURO;G;1;1;no;69.35;0.57
dunk;EURO;G;0;1;no;77.03;0.66
above head;EURO;G;0;1;no;44.93;7.21
layup;EURO;G;0;0;dribble or cut;74.31;0.95
above head;EURO;G;0;1;no;53.54;5.6
above head;EURO;G;1;1;no;75.28;1.22
above head;EURO;G;0;1;no;41.88;7.14
layup;EURO;G;0;0;drive;62.56;0.91
above head;EURO;G;0;1;no;40.69;7.72
above head;EURO;G;0;1;no;18.22;5.65
above head;EURO;G;0;1;no;2.48;7.42
hook shot;EURO;F;0;1;no;61.07;1.53
dunk;EURO;F;0;1;no;0;0.2
dunk;EURO;F;0;1;no;64.48;0.59
above head;EURO;F;0;1;no;89.81;4.13
above head;EURO;G;0;1;no;19.64;3.19
above head;EURO;F;1;1;no;46.7;7.36
layup;EURO;F;0;1;no;69.35;1.03
above head;EURO;F;0;1;no;48.91;6.04
dunk;EURO;F;0;1;no;14.86;0.21
above head;EURO;F;0;1;no;0;1.87
above head;EURO;F;0;1;no;84.81;6.99
above head;EURO;G;0;1;no;2.52;7.32
other;EURO;G;0;0;dribble or cut;37.99;1.83
above head;EURO;G;0;1;no;33.38;7.21
above head;EURO;G;0;1;no;59.22;7.23
above head;EURO;G;0;1;no;32.02;7.48
above head;EURO;G;0;1;no;51.82;7.91
above head;EURO;G;0;1;no;23.35;7.43
above head;EURO;G;0;1;no;20.5;7.34
layup;EURO;G;0;1;no;36.52;0.72
layup;EURO;G;0;1;no;69.83;0.74
above head;EURO;G;0;1;no;66.29;7.2
above head;EURO;G;0;1;no;83.84;6.9
hook shot;EURO;G;0;1;no;19.38;3.07
layup;EURO;G;1;1;no;62.56;0.91
above head;EURO;G;0;1;no;46.32;3.33
above head;EURO;G;0;1;no;52.16;6.65
layup;EURO;G;1;1;no;64.77;0.47
dunk;EURO;G;0;1;no;67.28;0.52
other;EURO;G;1;1;no;64.77;0.47
layup;EURO;G;0;1;no;0;0.47
layup;EURO;G;1;0;dribble or cut;56.84;0.96
layup;EURO;G;1;1;no;35.54;0.65
other;EURO;G;0;0;dribble or cut;56;1.23
hook shot;EURO;F;0;1;no;73.86;4.41
above head;EURO;F;0;1;no;89.55;5.14
above head;EURO;F;0;0;no;83.94;2.42
hook shot;EURO;F;0;1;no;88.69;4.13
other;EURO;F;0;0;drive;1.74;1.76
above head;EURO;F;1;0;dribble or cut;36.94;2.14
above head;EURO;F;0;0;no;74.75;2.61
above head;EURO;F;0;1;no;13.34;2.09
hook shot;EURO;F;0;0;no;84.95;2.9
tip-in;EURO;F;0;1;no;6.49;0.47
other;EURO;F;0;0;dribble or cut;30.81;4.81
above head;EURO;F;0;1;no;14.99;7.46
tip-in;EURO;F;0;1;no;30.52;0.42
above head;EURO;F;0;1;no;11.64;6.64
above head;EURO;F;1;1;no;34.8;9.95
above head;EURO;F;0;1;no;31.48;7.18
above head;EURO;F;0;1;no;52.5;7.5
above head;EURO;F;0;1;no;7.68;7.21
hook shot;EURO;C;0;1;no;87.28;1.98
above head;EURO;C;0;1;no;41.94;0.56
above head;EURO;C;0;1;no;85.73;1.99
dunk;EURO;C;1;1;no;4.46;0.69
dunk;EURO;C;0;1;no;66.54;0.64
layup;EURO;F;0;0;drive;68.93;0.86
layup;EURO;F;0;0;dribble or cut;72.93;0.5
above head;EURO;F;0;1;no;53.16;7.43
layup;EURO;F;0;0;dribble or cut;79.56;0.82
above head;EURO;F;0;1;no;89.24;7.07
above head;EURO;F;0;1;no;0.8;7.69
above head;EURO;F;0;1;no;71.58;7.11
above head;EURO;F;0;1;no;88.62;6.16
above head;EURO;F;0;1;no;63.6;7.24
above head;EURO;C;0;1;no;84.51;4.36
hook shot;EURO;C;0;1;no;67.68;2.37
layup;EURO;C;1;1;no;62.28;0.67
above head;EURO;C;0;1;no;48.61;4.78
above head;EURO;C;0;1;no;0.69;4.46
above head;EURO;C;0;1;no;72.34;0.84
above head;EURO;F;0;1;no;74.93;0.78
tip-in;EURO;F;0;1;no;74.55;0.56
other;EURO;F;0;1;no;74.31;0.95
hook shot;EURO;F;0;1;no;9.13;1.35
above head;EURO;G;0;1;no;68.16;2.14
above head;EURO;G;0;1;no;89.49;4.55
other;EURO;G;0;0;dribble or cut;27.22;3.98
other;EURO;G;0;0;dribble or cut;58.97;2.06
above head;EURO;G;1;1;no;22.13;7.25
above head;EURO;G;0;1;no;32.68;7.34
layup;EURO;G;1;0;dribble or cut;71.17;0.79
layup;EURO;G;0;0;dribble or cut;29.04;0.66
above head;EURO;G;0;1;no;66.2;2.63
layup;EURO;G;0;0;dribble or cut;7.47;1.24
above head;EURO;G;0;1;no;3.08;7.97
other;EURO;G;0;0;dribble or cut;51.84;3.2
layup;EURO;G;0;1;no;86.99;6.92
layup;EURO;G;1;0;dribble or cut;72.2;1.01
above head;EURO;G;1;0;dribble or cut;29.62;0.54
above head;EURO;G;0;1;no;87.9;6.97
above head;EURO;G;0;1;no;89.89;6.96
above head;EURO;G;0;1;no;60.12;7.11
above head;EURO;G;0;1;no;54.26;7.26
other;EURO;G;0;0;drive;24.85;4.08
other;EURO;G;1;0;dribble or cut;45.9;0.52
other;EURO;G;0;0;no;78.94;0.49
above head;EURO;G;0;1;no;44.33;7.28
above head;EURO;G;0;1;no;22.75;7.34
above head;EURO;G;0;1;no;42.91;7.55
other;EURO;G;0;0;dribble or cut;27.95;2.06
other;EURO;G;0;0;dribble or cut;29.7;4.76
above head;EURO;G;0;1;no;42.52;7.21
above head;EURO;C;0;1;no;60.91;0.86
above head;EURO;F;0;1;no;33.14;7.25
hook shot;EURO;F;1;1;no;22.95;0.69
tip-in;EURO;F;1;1;no;37.61;0.53
above head;EURO;F;0;1;no;87.23;4.18
hook shot;EURO;F;0;1;no;79.96;3.32
other;EURO;F;0;0;drive;53.81;2.26
above head;EURO;F;0;1;no;1.68;7.31
above head;EURO;F;0;1;no;43.73;7.28
above head;EURO;F;1;1;no;34.43;7.3
above head;EURO;G;0;1;no;12.59;4.18
other;EURO;G;0;0;dribble or cut;28.04;1.94
above head;EURO;G;0;1;no;87.7;5.04
hook shot;EURO;G;0;1;no;88.2;0.43
above head;EURO;G;1;1;no;59.43;7.28
above head;EURO;G;0;1;no;87.01;6.97
above head;EURO;G;0;1;no;26.69;7.16
layup;EURO;G;0;0;dribble or cut;52.04;1.29
above head;EURO;G;0;1;no;34.84;4.97
above head;EURO;G;0;1;no;48.55;7.22
tip-in;EURO;C;0;1;no;69.35;0.57
above head;EURO;C;0;1;no;33.22;6.36
layup;EURO;C;0;1;no;62.28;0.67
hook shot;EURO;C;0;1;no;20.4;1.54
layup;EURO;C;0;1;no;28.64;0.78
above head;EURO;G;1;1;no;45.62;6.37
above head;EURO;G;0;1;no;48.88;5.55
above head;EURO;G;0;1;no;6.21;2.48
above head;EURO;G;0;1;no;77.97;6.13
layup;EURO;G;0;0;drive;77.5;0.93
above head;EURO;G;0;1;no;75.58;7.08
layup;EURO;G;0;0;dribble or cut;71.22;0.96
above head;EURO;G;0;1;no;46.99;7.4
above head;EURO;G;0;1;no;86.28;4.78
layup;EURO;F;1;0;dribble or cut;8.23;0.75
above head;EURO;F;0;1;no;84.81;6.99
above head;EURO;F;0;1;no;0.42;7.36
hook shot;EURO;F;0;1;no;4.25;1.44
above head;EURO;F;1;1;no;31.84;6.7
hook shot;EURO;F;0;1;no;73.4;2.4
layup;EURO;F;1;1;no;71.17;0.79
other;EURO;F;0;0;drive;56.09;2.39
layup;EURO;F;0;0;drive;35.54;0.65
above head;EURO;F;0;1;no;51.07;6.75
above head;EURO;F;0;1;no;16.58;2.06
above head;EURO;F;0;1;no;55.07;7.12
above head;EURO;F;0;1;no;27.15;6.34
above head;EURO;F;0;1;no;87.41;6.86
above head;EURO;G;0;1;no;21.5;7.16
above head;EURO;G;1;1;no;43.17;7.44
above head;EURO;G;0;1;no;21.08;5.06
above head;EURO;G;0;1;no;4.13;4.47
tip-in;EURO;F;0;1;no;85.69;0.54
above head;EURO;F;0;1;no;8.87;0.69
above head;EURO;F;0;1;no;58.67;6.08
above head;EURO;F;0;1;no;83.11;7.07
above head;EURO;G;0;1;no;87.01;6.97
above head;EURO;G;1;1;no;38.06;7.3
above head;EURO;F;0;1;no;69.83;0.74
layup;EURO;F;1;1;no;53.76;0.8
above head;EURO;F;0;1;no;67.28;0.52
above head;EURO;F;0;1;no;71.17;0.79
hook shot;EURO;F;0;0;no;9.13;1.35
above head;EURO;F;0;1;no;51.88;7.22
above head;EURO;F;0;1;no;65.42;2.3
above head;EURO;F;0;1;no;63.56;2.87
layup;EURO;F;0;0;drive;4.14;0.74
above head;EURO;F;0;1;no;57.65;6.21
above head;EURO;F;0;1;no;46.35;7.63
hook shot;EURO;F;0;1;no;57.01;0.77
above head;EURO;G;0;1;no;35.36;7.31
above head;EURO;G;0;1;no;35.3;6.12
above head;EURO;G;0;1;no;30.61;7.68
above head;EURO;G;0;1;no;38.71;7.37
above head;EURO;G;0;1;no;83.11;7.07
above head;EURO;G;0;1;no;38.91;7.25
above head;EURO;G;0;1;no;39.18;7.21
layup;EURO;G;1;0;dribble or cut;4.84;0.63
above head;EURO;G;0;1;no;45.54;7.13
layup;EURO;G;0;0;dribble or cut;72.34;0.84
above head;EURO;F;0;1;no;33.84;7.5
above head;EURO;F;0;1;no;60.12;7.11
above head;EURO;F;1;1;no;80.53;7.11
above head;EURO;F;0;1;no;85.28;7.04
above head;EURO;F;0;1;no;83.99;3.99
above head;EURO;F;0;1;no;89.03;3.96
above head;EURO;F;0;1;no;24.6;5.02
above head;EURO;F;0;1;no;23.22;2.45
above head;EURO;F;0;1;no;0.51;6.02
above head;EURO;F;0;1;no;58.78;7.14
hook shot;EURO;F;0;1;no;9.51;1.3
hook shot;EURO;F;0;1;no;6.35;1.94
above head;EURO;F;0;1;no;0;7.42
above head;EURO;F;0;1;no;61.5;7.19
layup;EURO;F;0;0;drive;82.29;0.7
above head;EURO;F;0;1;no;47.34;7.21
above head;EURO;F;0;1;no;71.63;4.91
layup;EURO;G;1;0;dribble or cut;55.84;0.65
above head;EURO;G;0;1;no;32.68;7.34
above head;EURO;G;1;1;no;41.07;7.34
above head;EURO;G;0;1;no;45.03;3.03
layup;EURO;G;0;0;dribble or cut;72.56;0.67
above head;EURO;G;0;1;no;57.98;5.56
other;EURO;G;0;0;drive;14.57;4.05
above head;EURO;G;0;1;no;44.33;7.21
above head;EURO;G;0;1;no;79.56;0.82
above head;EURO;G;0;1;no;45.81;7.4
dunk;EURO;G;0;1;no;84.71;1.02
other;EURO;G;0;0;drive;83.76;3.34
hook shot;EURO;G;0;1;no;79.56;0.82
above head;EURO;G;0;1;no;1.27;7.26
above head;EURO;G;0;1;no;0;7.96
layup;EURO;G;0;1;no;84.71;1.02
above head;EURO;G;0;1;no;8.33;5.92
